title,author,year_published,subjects,edition_count,open_library_key,queried_author,description
Les Armes miraculeuses de Aimé Césaire (Fiche de lecture): Analyse complète et résumé détaillé de l'oeuvre,Le Petit Littéraire,,,3,/book/show/36610415-les-armes-miraculeuses-de-aim-c-saire-fiche-de-lecture,Aimé Césaire,"Décryptez Les Armes miraculeuses d'Aimé Césaire avec l’analyse du PetitLitteraire.fr ! Que faut-il retenir des Armes miraculeuses, le recueil de poèmes surréaliste et naturel de la littérature française du XXe siècle ? Retrouvez tout ce que vous devez savoir sur cette œuvre dans une fiche de lecture complète et détaillée.Vous trouverez notamment dans cette fiche :• Un résumé complet• Des éclairages tels que la surréalisme et la négritude• Une analyse des spécificités de l’œuvre : une écriture surréaliste?, la révolte ""nègre"", une parole incantatoire et prophétique, et un imaginaire naturelUne analyse de référence pour comprendre rapidement le sens de l’œuvre.LE MOT DE L’ÉDITEUR :« Dans cette nouvelle édition de notre analyse d’Armes miraculeuses (2014), avec Marine Everard, nous fournissons des pistes pour décoder cette poésie en communion avec la nature. Notre analyse permet de faire rapidement le tour de l’œuvre et d’aller au-delà des clichés. » Stéphanie FELTEN À propos de la collection LePetitLitteraire.fr : Plébiscité tant par les passionnés de littérature que par les lycéens, LePetitLittéraire.fr est considéré comme une référence en matière d’analyse d’œuvres classiques et contemporaines. Nos analyses, disponibles au format papier et numérique, ont été conçues pour guider les lecteurs à travers la littérature. Nos auteurs combinent théories, citations, anecdotes et commentaires pour vous faire découvrir et redécouvrir les plus grandes œuvres littéraires. LePetitLittéraire.fr est reconnu d’intérêt pédagogique par le ministère de l’Éducation. Plus d’informations sur"
Discourse on Colonialism. Monthly Review Press Edition,Aimé Césaire,,,1,/book/show/164172729-discourse-on-colonialism-monthly-review-press-edition,Aimé Césaire,
Para leer a Aime Cesaire,Aimé Césaire,,,1,/book/show/6500224-para-leer-a-aime-cesaire,Aimé Césaire,"Para leer a Aimé Césaire es un libro sobre la negritud, una hermosa voz que ha quedado impresa para dar a conocer las reflexiones y las angustias de un sensible intelectual nacido en Martinica. Al leer por primera vez los textos poéticos de Aimé Césaire, André Breton, muy asombrado por lo que tenía frente a sus ojos, no le quedó más remedio que ""Es el mayor monumento lírico de la época"". Una expresión afortunada, en relación con una obra que hasta entonces había pasado inadvertida. Tiempo después, sin recuperarse aún de tan maravilloso descubrimiento, expresaría el mismo ""La palabra de Aimé Césaire, hermosa como el oxígeno naciente""."
Aimé Césaire. Ecrits politiques : Tome 3 - 1957-1971,Aimé Césaire,,,1,/book/show/101211992-aim-c-saire-ecrits-politiques,Aimé Césaire,"Après avoir résisté pendant plus d'un an aux sollicitations de ses amis qui le pressaient de constituer un parti politique, Césaire crée le premier parti nationaliste du pays : le Parti progressiste martiniquais. L'entrée de ce nouveau parti sur la scène politique l'impose dès les premières consultations électorales comme une force avec laquelle il faudra désormais compter : élections cantonales d'avril 1958, referendum de septembre, législatives de novembre 1958, municipales de mars 1959, sénatoriales d'avril 1959. Mais les difficultés économiques, sociales et politiques qui touchent le pays, notamment sa jeunesse, les émeutes de décembre 1959 et l'agitation politique qu'elles déclenchent, la création du Front antillo-guyanais pour l'autonomie puis de l'OJAM (Organisation de la jeunesse anticolonialiste de la Martinique), les vagues de grèves provoquent une crise interne et un affaiblissement durable du nouveau parti. Il ne s'en relèvera qu'à partir du milieu des années soixante et surtout après son 3e congrès en 1967, une restructuration et une orientation plus soutenue dans la recherche de l'unité de la gauche Martiniquaise."
Poemi dalla negritudine,Aimé Césaire,,,1,/book/show/31348712-poemi-dalla-negritudine,Aimé Césaire,"Scrollarsi di dosso secoli di assimilazione culturale all'Europa: a questo mirava il rovesciamento di valori per il quale tre ragazzi neri, Senghor, Césaire e Damas, coniarono la parola ""Negritudine"". Il movimento, nato nella Parigi degli anni '30, già affascinata dalle maschere africane di Picasso e ubriaca di jazz, si diffuse poi grazie ad una prefazione di Jean-Paul Sartre, ""L'Orfeo Nero"", suscitando simpatie e reazioni avverse in tutto il mondo. I versi scelti di ""Poemi dalla Negritudine"", intrisi di rivolta, lirismo e sensualità, restituiscono il clima degli anni che precedettero l'indipendenza dei paesi africani, come pure il disincanto del ""poi"". Testi in francesi con traduzione in italiano"
Toi laminaire: Italiques pour Aimé Césaire,Edouard J. Maunick,,,1,/book/show/161946.Toi_laminaire,Aimé Césaire,French
"Aime Cesaire, Ecrivain Martiniquais",Aimé Césaire,,,1,/book/show/159950064-aime-cesaire-ecrivain-martiniquais,Aimé Césaire,
Aimé Césaire ou l'Athanor d'un alchimiste,Aimé Césaire,,,1,/book/show/3943671-aim-c-saire-ou-l-athanor-d-un-alchimiste,Aimé Césaire,French
Corps perdu ...et Picasso illustra Aimé Césaire,Picasso; Aimé Césaire; Lyne-Rose Beuze; Association des amis du Musée régional d'histoire et d'ethno,,,1,/book/show/96358298-corps-perdu-et-picasso-illustra-aim-c-saire,Aimé Césaire,
Like a Misunderstood Salvation and Other Poems,Aimé Césaire,,,2,/book/show/16128896-like-a-misunderstood-salvation-and-other-poems,Aimé Césaire,"Annette Smith and Dominic Thomas’s new translations of Aimé Césaire’s Like a Misunderstood Salvation and Solar Throat Slashed (poems deleted) expose to a new audience a pivotal figure in twentieth-century French literature. This collection presents the early and last stages of a po­et’s course, encapsulating in one volume Césaire’s entire literary career and creative evolution as perhaps the only French poet writing simultaneously at the crossroads of the avant-garde and classical movements. This volume’s inclusion of previously deleted poems from Solar Throat Slashed is politically important; despite their initial exclusion from a French republication of Soleil Cou Coupé in 1961, these thirty-one poems are crucial to understanding Césaire’s legacy and remain of tremendous pertinence today as they provide helpful ways of thinking about and contextualizing discussions on race, identity, global identities, and the links between “black conscious­ness” and “social consciousness.”"
"Aimé Césaire, député à lAssemblée nationale 1945-1993",Ernest Moutoussamy,,,1,/book/show/161945.Aim_C_saire_d_put_lAssembl_e_nationale_1945_1993,Aimé Césaire,French
"Aimé Césaire: 'Une Tempête': biographie de l'auteur, étude de l'oeuvre, thèmes et personnages",Huguette Emmanuel Bellemare,,,1,/book/show/57757477-aim-c-saire,Aimé Césaire,
......And the Dogs Were Silent/......Et les chiens se taisaient,Aimé Césaire,,,3,/book/show/201811683-and-the-dogs-were-silent-et-les-chiens-se-taisaient,Aimé Césaire,"Available to readers for the first time, Aimé Césaire’s three-act drama . . . . . . And the Dogs Were Silent —written during the Vichy regime in Martinique in 1943 and lost until 2008—dramatizes the Haitian Revolution and the rise and fall of Toussaint Louverture as its heroic leader. This bilingual English and French edition stands apart from Césaire’s more widely known 1946 closet drama. Following the slave revolts that sparked the revolution, Louverture arrives as both prophet and poet, general and visionary. With striking dramatic technique, Césaire retells the revolution in poignant encounters between rebels and colonial forces, guided by a prophetic chorus and Louverture’s steady ethical and political vision. In the last act, we reach the hero’s betrayal, his imprisonment, and his last stand against the lures of compromise. Césaire’s masterwork is a strikingly beautiful and brutal indictment of colonial cruelty and an unabashed celebration of Black rebellion and victory."
"Ecrivain Martiniquais: Aime Cesaire, Edouard Glissant, Raphael Confiant, Raphael Tardon, Frantz Fanon, Audrey Pulvar, Patrick Chamoiseau",Source Wikipedia,,,1,/book/show/33332279-ecrivain-martiniquais,Aimé Césaire,"Ce contenu est une compilation d'articles de l'encyclopedie libre Wikipedia. Pages: 25. Non illustre. Chapitres: Aime Cesaire, Edouard Glissant, Raphael Confiant, Raphael Tardon, Frantz Fanon, Audrey Pulvar, Patrick Chamoiseau, Joseph Zobel, Rene Menil, Rene Bonneville, Jean-Louis Baghio'o, Tony Delsham, Paulette Nardal, Guy Cabort-Masson, Emmanuel-Flavia Leopold, Jean Bernabe, Xavier Orville, Jeannine Lafontaine, Nicole Cage-Florentiny, Dynah Psyche, Julienne Salvat, Monchoachi. Extrait: Aime Fernand David Cesaire, est un poete et homme politique martiniquais, ne le 26 juin 1913 a Basse-Pointe et mort le 17 avril 2008 a Fort-de-France. Il est l'un des fondateurs du mouvement litteraire de la negritude et un anticolonialiste resolu. Aime Cesaire faisait partie d'une famille de sept enfants; son pere etait fonctionnaire et sa mere couturiere. Son grand-pere fut le premier enseignant noir en Martinique et sa grand-mere, contrairement a beaucoup de femmes de sa generation, savait lire et ecrire; elle enseigna tres tot a ses petits-enfants la lecture et l'ecriture. De 1919 a 1924, Aime Cesaire frequente l'ecole primaire de Basse-Pointe, commune dont son pere est controleur des contributions, puis obtient une bourse pour le lycee Victor Schoelcher a Fort-de-France. En septembre 1931, il arrive a Paris en tant que boursier pour entrer en classe d'hypokhagne au lycee Louis-le-Grand ou, des le premier jour, il rencontre Leopold Sedar Senghor, avec qui il noue une amitie qui durera jusqu'a la mort de ce dernier. Au contact des jeunes africains etudiant a Paris, notamment lors des rencontres au salon litteraire de Paulette Nardal, Aime Cesaire et son ami guyanais Leon Gontran Damas, qu'il connait depuis la Martinique, decouvrent progressivement une part refoulee de leur identite, la composante africaine, victime de l'alienation culturelle caracterisant les societes coloniales de Martinique et de Guyane. En septembre 1934, Cesaire fonde, avec d'autres etudiants antillo-g..."
